,0,1,2,3,4,5
[ 1  1 -9],0.000990147543054333,0.0,0.0,0.0,0.0,0.0
[  1   1 -10],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  0 -6],0.0013736056396164756,0.0,0.0,0.004738674655375014,0.0014744195616771818,0.0
[ 2  0 -7],0.0,0.0,0.0,0.0,0.0,0.0028073281961711184
[ 0 -1 -1],0.004472135957682861,0.0,0.0,0.0,0.0,0.0
[0 1 0],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  1 -8],0.0010783277321096162,0.0,0.0,0.0,0.0,0.0
[ 2  1 -9],0.0,0.0,0.0,0.0,0.0,0.0
[ 1  3 -5],0.0014744195616130766,0.0,0.0032295760023251666,0.0,0.0,0.0
[ 1  3 -6],0.0,0.0017035782855598456,0.0,0.0,0.0,0.0
[ 1  4 -5],0.0011547005383946477,0.0,0.0,0.0,0.0,0.0
[ 1  5 -7],0.001054092553412884,0.0,0.0,0.0,0.0,0.0
[ 1  5 -8],0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -2],0.0031622776614332903,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -3],0.0024253562510766695,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -4],0.003924698150479676,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -5],0.0,0.0024430067032431796,0.0,0.0,0.0,0.0
[ 2  2 -4],0.001740776559609729,0.0,0.0,0.0,0.0,0.0
[ 2  2 -5],0.0,0.0020569084413558027,0.0,0.0,0.0,0.0
[ 1  0 -1],0.004583694826366991,0.0,0.0,0.0,0.0,0.0
[ 2  0 -4],0.0018569533819626175,0.0,0.0,0.0,0.0,0.0
[ 2  0 -5],0.0015953690797144843,0.0,0.0,0.0,0.0,0.0
[ 3 -1 -6],0.0013018891099185685,0.0,0.0,0.0,0.0,0.0
[ 3 -1 -7],0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1 -1],0.004235145242328254,0.0,0.0,0.0,0.0,0.0
[ 0  2 -1],0.0035355339059327372,0.0,0.0,0.0,0.0,0.0
[ 0  2 -2],0.002773500981339492,0.0,0.0,0.0,0.0,0.0
[ 0  2 -3],0.0,0.0,0.0,0.0,0.005418378390650341,0.0
[ 1  2 -3],0.0,0.0,0.0,0.0031588020078967406,0.0,0.0
