,0,1,2,3,4,5
[ 0  1 -1],0.008509897500973697,5817572.336764812,0.0,0.0,0.004159107050922007,0.017397227776321578
[ 0  1 -2],0.0031622776608008357,52887.14507352476,0.005420009812773721,0.011630049137688423,0.004500596454841214,0.0
[ 0  1 -3],0.03507081083762437,0.00981580213975776,0.002822266386855345,0.0,0.0,0.0034150685021851054
[ 0  1 -4],0.026755703813265176,0.0,0.0,0.0,0.0,0.0
[ 0  1 -5],0.022794662682353757,0.0,0.0,0.0020496632111403866,0.002122840751086525,0.0
[ 0  1 -6],0.019332767710017667,0.0021663133158247414,0.0,0.00204282794922906,0.0016348167322358723,0.0017198509504704406
[ 0  1 -7],0.012385398374176706,0.0034833548348710357,0.0028526030963070513,0.0013091222118971249,0.001425004028430028,0.0
[ 0  1 -8],0.0,0.0014366299226210436,0.0,0.0,0.01821546453843671,0.0012403473460256605
[ 1  1 -3],0.02757896671803434,0.0,0.003099557336137523,0.0,0.003099557336137523,0.0
[ 1  1 -4],0.0019245008975125864,0.003141696667035706,0.02651977928590769,0.0024608785078372854,0.0024563246441955326,0.0024967449593517993
[ 1  1 -5],0.0016222142114783848,0.0,0.0,0.0,0.0,0.0
[ 1  1 -6],0.0028233756816132306,0.0,0.0,0.0,0.0,0.0
[ 1  1 -7],0.0,0.0,0.0,0.0,0.005432034580044397,0.0
[ 2  1 -7],0.0035543344336522497,0.0,0.0,0.0,0.0,0.0
[ 3  1 -8],0.0,0.0,0.0011396057646407794,0.0,0.0,0.0
[ 3  2 -8],0.0010314212463026838,0.0,0.0,0.0,0.0,0.0
[ 3  2 -9],0.0008638684256200407,0.0,0.0,0.0,0.0,0.0
[  3   2 -11],0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -3],0.014903237217952224,727041.5662176289,6032.567898782065,12.784632365566145,1894.2466703098198,310.41537209484045
[ 0  0 -4],0.011558902873759677,0.0,0.0,0.0025684422049381678,0.0024962214691812428,0.0
[ 0  0 -5],0.0078267192497025,0.002460678534430987,0.004583989470854098,0.0020704404736473225,0.0020704404736473225,0.0
[ 0  0 -6],0.0055783452261920765,0.0,0.0,0.0,0.0,0.0
[ 0  0 -7],0.009826949935276677,0.0,0.0014624324090289366,0.0014511389473183284,0.0,0.0
[ 0  0 -8],0.010949012030564313,0.0014946168287685222,0.0012897071185666662,0.0,0.001338680997271765,0.0
[ 0  0 -9],0.0,0.00922124851367808,0.0,0.001122451111235984,0.0011043152608562036,0.0
[ 1  0 -9],0.003980482419083584,0.0,0.0,0.0011401396026279559,0.0,0.0
[ 1  1 -2],0.002679068636251009,0.0,0.0,0.029486754602692775,0.0,0.0
[ 1  0 -2],195.56411624770658,0.0,0.0,0.0,0.0035355339059327372,0.0
[ 1  0 -3],0.027351924445078387,0.0,0.0,84.8374052571323,0.0,22487.94672865961
[ 1  0 -5],0.024174063027227244,0.007677284277326847,0.0,0.002049211520399333,0.0,0.002049211520399333
[ 1  0 -6],0.017999203733843585,0.002136078849302856,0.005206646681221987,0.0016947716941993446,0.0015811388302423035,0.0020299657146907067
[ 1  0 -7],0.011941855535244104,0.0,0.0,0.0,0.0,0.0016923536312338267
[ 1  0 -8],0.0075006059469586,0.0017571369114487221,0.0,0.0,0.001270268085611731,0.0
[ 1  2 -4],0.02844741147284887,0.0,0.0,0.0,0.0,0.00469439406953499
[ 1  2 -5],0.0,0.02631473383740805,0.001748096737223755,0.00182574185847227,0.0019261327545669164,0.0
[ 1  0 -4],0.030072979935454644,0.0,0.002627986357209384,0.0033701548475313465,0.002236067977723397,0.004950008071719141
[  1   0 -10],0.0,0.004440110309412104,0.0,0.0,0.0,0.0
[ 0  0 -2],38.165743244170216,11311105.962038843,104185.23573652795,11439.485545579602,0.0,195092.4347944848
[0 0 0],0.01000000001,0.0,5876335.119388219,0.0,11425819.721329123,0.0
[ 0  0 -1],64843.315855102024,98557781.88215756,1156534.5898400953,704926.855888482,1739072.6788582043,887637.9035266151
terminal,0.025135505057412445,0.0,0.05999999999,0.0,0.0,5876335.119388219
[ 1  1 -8],0.0010976425999894757,0.0,0.0,0.007410239412389695,0.0012135634805339147,0.0
[ 1  1 -9],0.000990147543054333,0.0,0.0,0.0,0.0,0.0
[  1   1 -10],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  0 -6],0.002572547708508977,0.0,0.001637974503540961,0.007889898566393284,0.0014744195616771818,0.0
[ 2  0 -7],0.0,0.0,0.0,0.0,0.0,0.0028073281961711184
[ 0 -1 -1],0.008928011054741794,0.0,0.0,0.0,0.0,0.0
[0 1 0],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  1 -8],0.0032115242977958933,0.0,0.0,0.0,0.0,0.0
[ 2  1 -9],0.0009759000730135932,0.0,0.0,0.0,0.0,0.0
[ 1  3 -5],0.0014744195616130766,0.0,0.007921105164633485,0.0,0.0,0.0
[ 1  3 -6],0.0,0.0017035782855598456,0.0,0.0,0.0,0.0
[ 1  4 -5],0.0023740684428413287,0.0,0.0,0.0,0.0,0.003110493733374578
[ 1  5 -7],0.001054092553412884,0.0,0.0,0.0,0.0,0.0
[ 1  5 -8],0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -2],0.0031622776614332907,0.0,0.0,0.003535533907700505,0.0,0.004500596456635761
[ 0 -1 -3],0.002425356251076669,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -4],0.0039246981504796755,0.0,0.0,0.002357022604478941,0.0,0.0
[ 0 -1 -5],0.0,0.00244300670324318,0.0,0.0,0.0,0.0
[ 2  2 -4],0.0017407765596097289,0.0,0.0,0.0,0.0,0.0
[ 2  2 -5],0.0,0.0020569084413558027,0.0,0.0,0.0,0.0
[ 1  0 -1],3.225095188603839,0.0,0.013116506777783962,0.0,0.0,0.0
[ 2  0 -4],0.0037096955518230385,0.0,0.0,0.0,0.0,0.0
[ 2  0 -5],0.0032032022910580184,0.0,0.0,0.0,0.0,0.0
[ 3 -1 -6],0.0013018891099185685,0.0,0.0,0.0,0.0,0.0
[ 3 -1 -7],0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1 -1],0.004235145242328254,0.0,0.0,0.038405499210328625,0.0,407121.57755654445
[ 0  2 -1],0.003535533905932737,0.0549999999975,0.0,0.0,0.0,0.0
[ 0  2 -2],0.0056128557363658215,0.0,0.0,0.0,0.0,0.0
[ 0  2 -3],0.0,0.0,0.0,0.003457021145029089,0.013161855949865305,0.0
[ 1  2 -3],0.0,0.0,0.0,0.003158802007896741,0.0,0.0
[ 0  2 -7],0.0,0.0015811388302423035,0.0,0.0,0.0013608276349803456,0.0
[ 0  2 -6],0.0,0.0,0.0,0.0,0.004668366756109651,0.0
[ 1  2 -6],0.002563482307394329,0.0,0.0,0.0,0.0,0.0
[ 1  2 -8],0.0010783277321096162,0.0,0.0,0.0,0.0,0.0
[ 0 -2 -2],0.0022360679781706105,0.0,0.0,0.0,0.0,0.0
[ 0 -2 -4],0.0,0.0,0.004674385832819891,0.0,0.0,0.0
[ 1  3 -3],0.0019611613513818406,0.0,0.0,0.0,0.0,0.0
[ 1  3 -4],0.001719374693526254,0.0,0.0,0.0,0.0,0.0
[ 1  4 -7],0.0011111111111522635,0.0,0.0,0.0,0.0,0.0
[ 1  4 -8],0.0010101525445934414,0.0,0.0,0.0,0.0,0.0
[ 1  4 -9],0.0,0.0,0.0,0.0,0.0,0.0
[0 2 0],0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1 -4],0.0018257418587157024,0.0,0.0,0.0,0.0,0.0
[ 1 -2 -5],0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  0 -9],0.0,0.0,0.0,0.002152133498425473,0.0,0.0
[ 2 -1 -9],0.000975900073032182,0.0,0.0,0.0,0.0,0.0
[  2  -1 -10],0.0,0.0,0.0,0.0,0.0,0.0
[ 0  3 -5],0.0,0.0,0.0,0.0018569533819626175,0.0,0.0
[ 0  2 -5],0.0029832399459885353,0.0,0.0,0.0,0.0,0.0
[ 1  2 -7],0.0024053834261693937,0.0,0.0,0.0,0.0,0.0
[ 1  2 -9],0.0,0.0,0.0,0.0,0.0,0.0
[1 0 0],0.0,0.0,0.0,0.0,0.0,0.0
[ 0  4 -5],0.0012403473459493314,0.0,0.0,0.0,0.0,0.0
[ 0  4 -7],0.0,0.0,0.0,0.0,0.0024688587823208366,0.0
[-1  0  0],0.0,0.0,0.0,0.0,0.0,0.0
[ 0  2 -8],0.0010846522891826051,0.0,0.0,0.0,0.0,0.0
[ 0  2 -9],0.0009805806757663496,0.0,0.0,0.0,0.0,0.0
[  0   2 -10],0.0008944271910643147,0.0,0.0,0.0,0.0,0.0
[  0   2 -11],0.0008219949365823268,0.0,0.0,0.0,0.0,0.0
[  0   2 -12],0.0,0.0,0.0,0.0,0.0,0.0
[  2   1 -10],0.0,0.0,0.0,0.0,0.0,0.0
[ 2  0 -2],0.002773500981339492,0.0,0.0,0.0,0.0,0.0
[ 2  0 -3],0.00225278055816106,0.0,0.0,0.0,0.0,0.0
[ 2  0 -8],0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1],0.004082482905999459,0.0,0.0,0.0,0.0,0.0
[-1  1 -2],0.002357022604478941,0.0,0.0,0.0,0.0,0.0
[-1  1 -4],0.0019245008976551418,0.0,0.0,0.0,0.0,0.0
[-1  1 -5],0.0016222142115637644,0.0,0.0,0.0,0.0,0.0
[-1  1 -6],0.001400280084220205,0.0,0.0,0.0,0.0,0.0
[-1  1 -7],0.0,0.0,0.0,0.0,0.0,0.0
[ 0  2 -4],0.0018694439049644154,0.0,0.0,0.0,0.0,0.0
