,0,1,2,3,4,5
[-1  1 -9],0.0009901475430737477,0.0,0.0,0.0,0.0,0.0
[ -1   1 -10],0.0,0.0,0.0,0.0,0.0,0.0
[ 1  3 -1],0.00269444062499186,0.0,0.0,0.0,0.011291696748284803,0.0026999666894376643
[ 2  3 -1],0.0,0.0,0.009463681408243278,0.0,0.0,0.0
[-1  2 -3],0.001825741858593986,0.0,0.0,0.0,0.0,0.0
[-1  2 -5],0.0015617376190765165,0.0,0.0,0.0,0.0,0.0
[-1  2 -6],0.0,0.0,0.0,0.0016472932278721484,0.0,0.0
[ 3  2 -5],0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0],0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -2 -4],0.0018257418587157024,0.0,0.0,0.0,0.0,0.0
[ 2  4 -2],0.0016222142111368659,0.0,0.0,0.0,0.0,0.0
[ 2  5 -3],0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -5],0.0030440613003379735,0.0,0.0,0.0,0.0,0.0
[-1  0 -7],0.0,0.0,0.0,0.0028270129116361392,0.0,0.0
[2 0 0],0.0,0.0,0.0,0.0,0.0,0.0
[-1 -2 -2],0.0021821789030873166,0.0,0.0026726124202696494,0.0,0.0,0.0
[-1 -2 -4],0.0,0.0033529729453129708,0.0,0.0,0.0,0.0
[ 2  4 -1],0.0016222142111368659,0.0,0.0,0.0,0.0,0.0
[ 3  1 -5],0.0,0.0,0.0016903085095053279,0.0,0.0,0.0
[ 2 -1 -6],0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1 -6],0.0,0.0,0.0,0.0,0.0,0.0
[-1 -2 -3],0.0022123556595951338,0.0,0.0,0.0,0.0,0.0
[ 0  3 -1],0.0027735009809127997,0.0,0.0,0.0,0.0,0.0
[ 0  3 -2],0.0023570226039551587,0.0,0.0,0.0,0.0,0.0
[ 0  3 -3],0.00200000000008,0.0,0.0,0.0,0.0,0.0
[ 0  3 -4],0.0,0.0,0.0,0.0023546786567110317,0.0,0.0
[1 2 0],0.0,0.0,0.0,0.0,0.0,0.0
[ 1  4 -4],0.0031506252188696605,0.0,0.0,0.0,0.0,0.0
[ 0  5 -6],0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -6],0.0014269414846627638,0.0,0.0,0.0,0.0,0.0
